,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
2015-02-02,0.6151056064737271,0.10001654161853912,0.047941983991141135,0.026828491423334478,0.02589006232413066,0.024392069406105145,0.021657560901661346,0.01587056647513722,0.014100002737711491,0.011537387949764518,0.011112995284701513,0.009728177637219768,0.00801486897901136,0.00723475543743247,0.006819280567878681
2015-03-02,0.6083154776869459,0.10885514580293669,0.04812238652775701,0.027310878262935587,0.025828370983740374,0.02307685720296335,0.02108142598149284,0.015675608389585354,0.014079386199758865,0.011026946971728672,0.010741101258613925,0.00955032479860095,0.007901003354564708,0.007639039665406789,0.006880369361066327
2015-04-01,0.604013375497225,0.12450518467712364,0.04396103677465014,0.02673469824216115,0.02466227866106873,0.023097195292339556,0.019433902331506943,0.015308250767557154,0.013362944851063558,0.010497690809582908,0.010065278518034142,0.009656225195045005,0.007523286798853267,0.007346806556592974,0.006595044024132329
2015-05-01,0.5999486893494764,0.12494466865720923,0.044087537097919426,0.02743723368673152,0.024058927687565488,0.022256362224349954,0.019155264076118225,0.015583522064409744,0.014057289739108822,0.010716386411753733,0.01020752720557524,0.009708016715209947,0.008142412639245238,0.007222145971090179,0.006947659825121
2015-06-01,0.603938404116275,0.12843617902339902,0.04239890235100036,0.0277681748351691,0.02449430379240974,0.020216865744286824,0.018433517973721728,0.01470826587867325,0.013788725886244113,0.01055304284780912,0.009821267094553186,0.009349238081972452,0.008072919236368832,0.0070506608280287986,0.00666194850782621
2015-07-01,0.6118902287038899,0.12711981857461296,0.04307142554097055,0.026630563727664633,0.02462916109565026,0.019922836202230673,0.018581863465360195,0.01439406356562318,0.01339974235522803,0.009984592135556091,0.009178563457708096,0.008863116601143509,0.0077574833734713996,0.006762917436721748,0.0061793708623335926
2015-08-03,0.6102999426092818,0.12361642223123054,0.05054471867092904,0.025997482451769912,0.024157218819601145,0.020373322297656475,0.01798052707446056,0.014103431781837174,0.01341106485429922,0.00960495515810706,0.009141423878869138,0.008677580868938576,0.007835700795903828,0.006551532023979252,0.006281031012675628
2015-09-01,0.6315151550421778,0.12281375998842936,0.04871312687066008,0.02498147025940837,0.02320640647448987,0.018156860542618437,0.016591853677255203,0.012858380046971069,0.012012630851721827,0.008922774682642671,0.008480618827601417,0.007928037478895868,0.007579991007369784,0.006028498656033104,0.00546388166801054
2015-10-01,0.6509707090476694,0.11928348998568956,0.043678067258788124,0.024606082618559778,0.022901309240710002,0.016822521336011857,0.015020415299152242,0.012282438728458635,0.011154772795746429,0.00881379900350613,0.007803718686284634,0.007203375306433694,0.007048240428075377,0.005648321536893094,0.005322933471413194
2015-11-02,0.6489224725917637,0.11998559553387397,0.04368708058864702,0.024696021688272576,0.02259856758491547,0.016660796603426,0.014585092927688866,0.013576941467755604,0.010418016229647964,0.008911354994052559,0.008093624710846908,0.0072911206886606145,0.0069814174700426525,0.00603221551059894,0.005426356529985221
2015-12-01,0.6534198039271861,0.12051729324200237,0.040853105087574816,0.02404521788726004,0.02290576192349177,0.015577130097048069,0.014603056023323022,0.013190787688832936,0.01029221751876568,0.008796599990481145,0.008352051640847508,0.007136367342225312,0.006830591489488997,0.005743474673407299,0.005529523318357276
2016-01-04,0.6539289060811906,0.12354612305571198,0.0425125904074318,0.0234141467112075,0.02192939301827384,0.016215603410648493,0.014339104359065644,0.012953786764047187,0.010156385972507936,0.009068672332471632,0.008394495741918893,0.0070411688182308915,0.006509874322694391,0.005459212916270065,0.004975389132521642
2016-02-01,0.6627371770308468,0.1227811104049169,0.04042872791015952,0.021969654894296788,0.021218429733278817,0.016992921653190583,0.014207672187639145,0.012628105829325203,0.009730576918259631,0.008796440404025201,0.00814044246570377,0.006523088166190541,0.005883761113004323,0.0053532163818518,0.0049187073233112
2016-03-01,0.6649644828794359,0.11908640660850019,0.04001682128097718,0.022133488099793295,0.021259899871664673,0.017002340706534846,0.014532333115480429,0.01259526708281122,0.009837641404682284,0.009041284462008204,0.007957288944345737,0.007206583196687949,0.006122779384244402,0.005090314015069261,0.004850700861784428
2016-04-01,0.6712213885550843,0.11020927193304468,0.039530450648166515,0.02315868167388809,0.021776236273560352,0.017198719050265293,0.01492976154448157,0.012413018480382077,0.010179531171730954,0.00896303588887659,0.008035085847018404,0.007628789279217569,0.00597883741475895,0.005285410493901656,0.004969164729841901
2016-05-02,0.672394680142293,0.11021174169877611,0.040059175592157416,0.023362920288453114,0.021711984408421536,0.017265182873211844,0.014816510169061,0.012758796569888793,0.009733983954606226,0.008988928715064503,0.007779639109532914,0.007267922759505882,0.006271338427550541,0.005262481842421021,0.004992158072042863
2016-06-01,0.6754851932391556,0.10703861299697856,0.0412848727800073,0.022856925669156425,0.021310808237958702,0.01725397715920806,0.014602454746285116,0.012073742180391107,0.009635762772649636,0.009349193082918887,0.008039130974774052,0.007360439193382252,0.006124121179495382,0.0053500018830126865,0.004929516758309044
2016-07-01,0.6817770947352385,0.10505864561107169,0.042006349731416606,0.022107122276299823,0.02147696534271142,0.016083187809950508,0.013877651592243462,0.012359015721582753,0.009106456169608989,0.008858259127674998,0.008131382015193877,0.007142358891858777,0.006056756555235156,0.005280082051882234,0.004680271955806931
2016-08-01,0.6797523168110843,0.10512422991692875,0.041583090332535044,0.022826006408582233,0.020722104554922113,0.015230401968138154,0.013865703385502887,0.013347468387432325,0.010256395067272191,0.008728492846098364,0.008425359778654957,0.007948309796188586,0.006404859017638019,0.005237688571451319,0.00480629673224019
2016-09-01,0.6653948588986512,0.10725945037926031,0.042674913258725446,0.026549201668924962,0.020765280579838064,0.016624689250000733,0.015037201087167187,0.012340989309608006,0.010552184102895226,0.009455964189418471,0.009002091048590217,0.008328328744092148,0.006913369018718837,0.006315939318229209,0.005404646770426923
2016-10-03,0.6572401712439009,0.1161203779909908,0.04362440054226254,0.024492225857510003,0.02105123879460976,0.015997894846031993,0.014668266432637005,0.01273597830103511,0.010553853280765366,0.0099355906645248,0.008811155159613183,0.008519575560147569,0.007111579878652087,0.0065183967509063485,0.005402137074664658
2016-11-01,0.6559457379654148,0.11951542455432994,0.04203171825477852,0.024532313417792315,0.020666546159449666,0.015791569108519955,0.01410250799177114,0.012972860132947427,0.011042106207075518,0.009703403620608899,0.009064076455822256,0.00820234887450159,0.0074505762095598395,0.006380976661136373,0.005327877203683802
2016-12-01,0.6409254869594267,0.12570311438110945,0.04376593710483169,0.028593741152071313,0.022045541590754444,0.0173019376020287,0.015484664404899812,0.013571709289483301,0.010666719092063723,0.009819574902205523,0.008968819008589564,0.007972100651959696,0.007353026920206474,0.006528254262918116,0.004999009248252733
2017-01-03,0.6332149020059005,0.13311398612278386,0.0420351952153371,0.02765584617431395,0.02274943750570027,0.01625700360626479,0.015383888300348241,0.012825501072679523,0.010533563205051518,0.010525594664694072,0.00913857193802151,0.008501561957657864,0.007729342123342419,0.006695650432101003,0.005521854274428702
2017-02-01,0.6107066042531437,0.14183576253827765,0.04536557533657176,0.02827285815246009,0.024443879126299087,0.017661241782187875,0.015390535064829642,0.013125148910949574,0.011935187465922406,0.010686152762263515,0.009659217640210207,0.008914617953635693,0.0077345934210043136,0.007225332838242471,0.00592921978170897
2017-03-01,0.5976095639645804,0.14928066010529017,0.04768026668748396,0.03037359956932867,0.024866570652314273,0.01834937993505326,0.014358563279569747,0.013000634275856477,0.012559169227319275,0.011247422606349193,0.010140890161656597,0.00899563770050955,0.007559342434177978,0.006989963964976418,0.005743068128172298
2017-04-03,0.5913801256840078,0.15679990524509396,0.04886294661851688,0.03026127434401735,0.025042259405093,0.017672466366795953,0.015742963107667346,0.013364150958091408,0.01237823903657595,0.010099661715577895,0.009616977682830739,0.00909540864677067,0.007245341271951227,0.006974268787123783,0.005487669203309819
2017-05-01,0.5900573825727253,0.15962739181944482,0.048573901405032656,0.029666514128332617,0.023202645515655925,0.017980980103472443,0.0159983662910783,0.014088670063626876,0.01253525863938371,0.01019314890036949,0.00927365228523956,0.008630613895730542,0.007255344457798554,0.006656504965066618,0.005608917519676895
2017-06-01,0.5829071589303755,0.16251699699863584,0.04876725659576783,0.03034893852574279,0.02388965617993222,0.019665588813114677,0.016487839699903993,0.014370978191450277,0.01303172733085999,0.010079585829828626,0.009181864623896589,0.008339448543260493,0.007492576851812681,0.006830992599037805,0.005352694657858231
2017-07-03,0.5329576197409865,0.1720460903664897,0.05025757061105226,0.037995786352880506,0.028915821122068627,0.024426254054532498,0.018056477127128445,0.015577204667155849,0.014292673482639386,0.012006770317695696,0.011109460814401572,0.010043911112019752,0.008696660086089443,0.0075307339893692805,0.00646247819691079
2017-08-01,0.5287873071592111,0.17865118650523576,0.04560751296323119,0.03950585368920157,0.02889627842554163,0.024951993758214556,0.01721599809566534,0.016208167392303487,0.013215232188445794,0.012749909629186306,0.011660064045923504,0.009040572837700066,0.008295772813584672,0.007198364773683799,0.006758735640365216
2017-09-01,0.5388169393013177,0.1768058514939335,0.04277807904808205,0.03793667602885191,0.029397171011654993,0.023219350232711572,0.017080086611924453,0.014592130258802505,0.012883324722119284,0.011783179194377238,0.011433737975686802,0.009545800626579882,0.008406014729657872,0.007288687596400036,0.00651123371309242
2017-10-02,0.49987666439769546,0.1844403389720847,0.04728436631320001,0.042296568339637436,0.033314213204228865,0.02650545880054798,0.018868826465573738,0.016151871603717016,0.014068420461017438,0.01331859212768206,0.011820370628182864,0.01062645263818551,0.008564993387296136,0.008155850695929216,0.007047067155713933
2017-11-01,0.4897777432434292,0.1861241069587554,0.047135119483182636,0.044060115575808134,0.03459717712482501,0.027771114140050585,0.019101898565427218,0.016500179866789418,0.015047941673019533,0.013821480420696272,0.011391319489972847,0.010134873876381461,0.008875426311936229,0.008430056844414105,0.007368540071986513
2017-12-01,0.499205969785232,0.16619669030943643,0.054939571730370375,0.04329291098730347,0.030646005859271127,0.025432264524872628,0.01864914054272527,0.015945326616196714,0.015307771962346206,0.013600693398110352,0.011621497941153417,0.01123399324955254,0.009864970040071018,0.009240672177122097,0.008079122607506815
2018-01-02,0.4968089490783378,0.15884055799017233,0.05736876981201134,0.04559220639375355,0.03013392561113638,0.026902192876337907,0.018811101052774098,0.015537067649333217,0.014967448001333733,0.014301587979439465,0.01173739817407604,0.01146798629384282,0.011091873846204242,0.009872935088686571,0.008622708795549211
2018-02-01,0.5069508090475666,0.15173440557806972,0.05712615045300855,0.04260262634638955,0.029737758659433698,0.026837655366433247,0.01884414163636481,0.01658829120218357,0.01555295364924287,0.013129711996842992,0.012028551087501511,0.01127330547894767,0.010990806821806955,0.010377549083748265,0.008809950305931492
2018-03-01,0.5899376410177005,0.14441459008165966,0.042698327633926975,0.02890064517300745,0.02442441836223815,0.021474606091194573,0.015477492711334364,0.015037921916027824,0.013851987073171434,0.010918525115742506,0.009936686077719662,0.00958087033414366,0.007761468944146524,0.00742300717638715,0.00695077841276303
2018-04-02,0.6077139121365956,0.133240046220314,0.04138161597593528,0.02492714653874694,0.022589553124478877,0.020289899127596638,0.016925904051610496,0.01576882262799359,0.014016980539812263,0.011473565018584129,0.010483452012956107,0.009425589634546483,0.008546145925949392,0.007557079080471762,0.006856072514315824
2018-05-01,0.6142704675890571,0.1328654288886121,0.0415596044230961,0.02309568335794811,0.021664845004594698,0.01977396539749033,0.017000178220210587,0.015683483692629497,0.012974230726587726,0.01198251465453433,0.010392169328128429,0.009242649068902223,0.008629226955370753,0.007470032275501755,0.006513187423831495
2018-06-01,0.6146481869562174,0.13243722633786462,0.04185059087023955,0.02354227887272973,0.021262461041788947,0.020589077758085245,0.016578822715036672,0.015030513318183121,0.01330169149227118,0.01237310731100472,0.010144934132523577,0.008926621466153509,0.008610383432599247,0.007855316852239688,0.006388642732428198
2018-07-02,0.6179033711561746,0.12778470510409243,0.043920237475358274,0.02391196447616019,0.02221332957693863,0.018927335075487918,0.01639514767950162,0.01451538899361793,0.012538805645903605,0.011657650207422956,0.010260113532341098,0.009770906521915868,0.008662497921492839,0.007857223499056952,0.0065957422501514
2018-08-01,0.613868640903895,0.1256816181592048,0.04753633607693004,0.024957821323127845,0.022433612735184662,0.019394912049083765,0.01672384666469127,0.01392458358177735,0.012437960070419208,0.0120809655838301,0.01011170220085902,0.009813240691709786,0.008826057507669668,0.007569992805254267,0.0069262900700444085
2018-09-04,0.6075734315596928,0.125223750919257,0.054105829458501675,0.026580558847526175,0.02213428806115974,0.019108894875861645,0.016782379473217177,0.013655973493667055,0.012333423468300839,0.01185852641936391,0.010137030610814715,0.00959956567000742,0.008927632011431713,0.00753460486561047,0.006837514269051877
2018-10-01,0.6034544783900581,0.12439461728552087,0.056474348304987425,0.027329782095227028,0.02179654589001776,0.019125783194656108,0.01718791922862418,0.013942819945197877,0.012480806367563643,0.011947307332774377,0.010514275386919769,0.009816577234282562,0.00872846593664067,0.007625815220985769,0.007087290692872459
2018-11-01,0.6187888583446073,0.11958882533188316,0.05404008668325082,0.030334639665024823,0.020694318176468305,0.0183673900680647,0.01541532159072046,0.01354352065271984,0.012577883638494894,0.011117467167687722,0.01076997394320547,0.008623020203978489,0.008161986758321693,0.007243410236296631,0.007059344193788344
2018-12-03,0.6246893893974185,0.12055023766047808,0.05366981979854897,0.030313292263028046,0.019144717755675923,0.01736911855851821,0.015860219807216497,0.012885396317917429,0.012477671880153605,0.010984234592874313,0.010337399284330917,0.008001748916349251,0.00766301201256701,0.0068077589489627804,0.006346235662984536
2019-01-02,0.6410874212032539,0.1142158223799851,0.0587285935055633,0.027444852517795736,0.018961849331963144,0.01670796798813611,0.01498807586910752,0.012017994878368101,0.011699103652738066,0.01000502960742065,0.009396283281721192,0.007351822127061893,0.006652283701334256,0.006083867970605515,0.005628526432006962
2019-02-01,0.6473452170094556,0.11172849919645993,0.05673303501282336,0.02697589418331436,0.01974808324550672,0.016999672178316827,0.014798143755762395,0.012419529333075212,0.011563104276276825,0.00969897913496308,0.009111875144162607,0.007130523022665387,0.006410008541990101,0.0058595258302661345,0.005289333201566745
2019-03-01,0.6315584611220466,0.10883009711395998,0.06471392117787363,0.029169243307670577,0.01988946321013194,0.017455627471890892,0.014596755994377014,0.012770681700910535,0.011608303526033951,0.010502939161155897,0.010114962908878597,0.007795312598301908,0.007219911530209177,0.006214967217671995,0.006167160882459254
2019-04-01,0.6251634935681564,0.11166592897134188,0.0671500976962156,0.029959293506469364,0.019877911104734428,0.017452594152720602,0.013969238595575395,0.012185929241360876,0.011085546776259263,0.011028541234173524,0.009616175212924198,0.00807963514220028,0.007357636924500295,0.006290079108849658,0.006122714812647989
2019-05-01,0.6177481052975868,0.11185155232977356,0.06856554617355029,0.031137166494347876,0.020269439518133203,0.017651346900430593,0.01385449579766214,0.01257800767229997,0.011434367370103166,0.010797892842848433,0.010176241095615041,0.00862033434185328,0.007649556752818228,0.006442897249301719,0.00595673012397264
2019-06-03,0.6288837468812744,0.10710685953337157,0.06817662482771947,0.029249337912867195,0.019079507340529288,0.017195334121130248,0.013863065801411896,0.012809676523223535,0.011617581894177886,0.01044819055159653,0.009700097151973118,0.008362743764713548,0.007710331757501821,0.006150679859875564,0.005747583641310479
2019-07-01,0.624293640990497,0.11218701794256881,0.0686537453806763,0.02919479354523677,0.019511040567997004,0.01768113132135996,0.01351203257728702,0.012782443373761089,0.01157694803314923,0.010935004993523324,0.009018954035496738,0.008223644632041612,0.007130386429619067,0.005968471678831922,0.005674432730280691
2019-08-01,0.6261017739054611,0.11469602970755613,0.06561051154424744,0.02771380429563455,0.019686499117637028,0.01787470549187252,0.014176025721751374,0.013212944127123037,0.01161416836666349,0.010635310780135498,0.008991892971398135,0.008271833131570046,0.006968061205241269,0.005999486966394574,0.005827658722501622
2019-09-03,0.6510384051530915,0.11340773829509149,0.057224521252752354,0.02357585381283753,0.01865681310109538,0.017164982194040276,0.013762083419563042,0.011560348976238444,0.011226464439567768,0.009501053312068982,0.0087628434143094,0.007251926520448767,0.006520719924719145,0.005513668815289569,0.005320510094979939
2019-10-01,0.6519021646403202,0.11863897726191903,0.05464100929521847,0.023588520428663447,0.018611911404724367,0.016693101732988276,0.01371375580065952,0.011685017456219077,0.010712833948288987,0.009407576428904049,0.008203276745511488,0.0068612058941950336,0.006018918818577605,0.005576051242932057,0.005226293062979021
2019-11-01,0.653014024302076,0.12278797865086374,0.0529711907777022,0.021822903850509588,0.018279537527125383,0.016230449413456034,0.0142425430798412,0.011962018705041289,0.009633152699749207,0.008760787544995253,0.006812904564076662,0.006532811750301093,0.00628294658056964,0.005821313151897221,0.005492287398215475
2019-12-02,0.65263232264746,0.12572699486089867,0.05126273107287347,0.021142383227333434,0.018354540335555714,0.016156178831246624,0.014436545858413261,0.011194554282929068,0.009223621948833981,0.009168858493132596,0.0074121557001146,0.006679816854519311,0.006353313093434503,0.005740302372524603,0.005477652824764747
2020-01-02,0.6329807173528844,0.13210657508829843,0.04726032432418498,0.023700192407542637,0.0208771902784399,0.01787985756265646,0.01605155108893194,0.011463511985353664,0.0103294697279018,0.009846487445138897,0.008361249147726863,0.007812050860975188,0.006739330947117932,0.006027022347459315,0.005460468747011922
2020-02-03,0.6259182269447662,0.13236895562794998,0.052535899023032115,0.024482588658382334,0.02117686545907733,0.017044517809402467,0.015123097203793736,0.01102106427482747,0.010439435350579094,0.010122003741503521,0.008687306437284551,0.008262840849910177,0.0064296307072239855,0.0063637262144204685,0.00576383964983184
2020-03-02,0.6537126736598776,0.12388212239955851,0.05155508586810574,0.02272232988292236,0.020507206033472464,0.014642932177822263,0.013442875817119268,0.010771951996807036,0.009356724029823228,0.008935154711513111,0.007948806144319354,0.006696244020994226,0.006612361853638016,0.005498405193009151,0.005261352540543627
2020-04-01,0.7575470988666664,0.10057372105517474,0.031161264994653597,0.018765867868597432,0.01688690313067401,0.015173500482382278,0.011035680237516906,0.007650141196513709,0.005698258283909996,0.004554164071269711,0.0041077267476367155,0.003915163018262244,0.003196259188423012,0.0024519941683590436,0.0022353489170665593
2020-05-01,0.7561980268345029,0.09696302105903963,0.029277480109581328,0.019641585354842922,0.016481659149333517,0.0152462075418555,0.011110381785489898,0.008663288875315206,0.006058731218788304,0.00563859736623448,0.005409776977853404,0.004100416747909692,0.003605633001248219,0.0032125084131918035,0.0023806803290560867
2020-06-01,0.7522306605215058,0.09627301662622402,0.028799314516967874,0.019765543142446062,0.017305295150589962,0.015175909820101387,0.011366919130254399,0.009876739280114979,0.006467043952397469,0.006331678710197553,0.005510700445197521,0.004436629073371383,0.003762444779321616,0.00321222729141789,0.0024360189050100438
